Date,Home,Away,Home_Score,Away_Score,Status,Home_ML,Away_ML,Home_Spread,Away_Spread,Total,game_id,season,season_type,game_date,game_date_time,athlete_id,athlete_display_name,team_id,team_name,team_location,team_short_display_name,minutes,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,fouls,plus_minus,points,starter,ejected,did_not_play,reason,active,athlete_jersey,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_display_name,team_uid,team_slug,team_logo,team_abbreviation,team_color,team_alternate_color,home_away,team_winner,team_score,opponent_team_id,opponent_team_name,opponent_team_location,opponent_team_display_name,opponent_team_abbreviation,opponent_team_logo,opponent_team_color,opponent_team_alternate_color,opponent_team_score,player_val,player_poss
11/24/2021,Milwaukee Bucks,Detroit Pistons,114,93,Final,-1400,830,-14.5,14.5,213.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2021,Minnesota Timberwolves,Miami Heat,113,101,Final,-102,-116,1,-1,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2021,New Orleans Pelicans,Washington Wizards,127,102,Final,138,-164,3.5,-3.5,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2021,Oklahoma City Thunder,Utah Jazz,104,110,Final,750,-1200,14,-14,208.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2021,San Antonio Spurs,Atlanta Hawks,106,124,Final,142,-168,3.5,-3.5,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2021,Golden State Warriors,Philadelphia 76ers,116,96,Final,-550,410,-10,10,216.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2021,Sacramento Kings,Portland Trail Blazers,125,121,Final,134,-158,3.5,-3.5,225.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2021,Los Angeles Clippers,Detroit Pistons,107,96,Final,-670,490,-11.5,11.5,205.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2021,Orlando Magic,Chicago Bulls,88,123,Final,340,-480,9.5,-9.5,215.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2021,Charlotte Hornets,Minnesota Timberwolves,133,115,Final,-126,108,-2,2,226.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2021,New York Knicks,Phoenix Suns,97,118,Final,156,-198,4.5,-4.5,213.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2021,Indiana Pacers,Toronto Raptors,114,97,Final,-190,148,-5.5,5.5,206.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2021,Oklahoma City Thunder,Washington Wizards,99,101,Final,220,-290,6.5,-6.5,208.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2021,Memphis Grizzlies,Atlanta Hawks,100,132,Final,-104,-112,1,-1,226.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2021,San Antonio Spurs,Boston Celtics,96,88,Final,164,-196,4.5,-4.5,213.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2021,Denver Nuggets,Milwaukee Bucks,109,120,Final,220,-270,7,-7,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2021,Utah Jazz,New Orleans Pelicans,97,98,Final,-620,460,-11.5,11.5,219.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2021,Golden State Warriors,Portland Trail Blazers,118,103,Final,-290,220,-6.5,6.5,229.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2021,Los Angeles Lakers,Sacramento Kings,137,141,Final 3OT,-350,260,-7.5,7.5,225.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2021,Philadelphia 76ers,Minnesota Timberwolves,120,121,Final 2OT,-270,220,-7,7,218.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2021,Brooklyn Nets,Phoenix Suns,107,113,Final,-120,102,-2,2,225.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2021,Atlanta Hawks,New York Knicks,90,99,Final,-340,275,-8,8,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2021,Houston Rockets,Charlotte Hornets,146,143,Final OT,138,-174,3.5,-3.5,229.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2021,Chicago Bulls,Miami Heat,104,107,Final,-102,-116,1,-1,209.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2021,Cleveland Cavaliers,Orlando Magic,105,92,Final,-520,400,-10.5,10.5,204.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2021,Dallas Mavericks,Washington Wizards,114,120,Final,-230,190,-6,6,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2021,Utah Jazz,New Orleans Pelicans,127,105,Final,-950,640,-12.5,12.5,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2021,Los Angeles Clippers,Golden State Warriors,90,105,Final,124,-146,2.5,-2.5,215.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2021,Indiana Pacers,Milwaukee Bucks,100,118,Final,106,-132,2.5,-2.5,217.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2021,Memphis Grizzlies,Sacramento Kings,128,101,Final,-172,144,-4,4,223.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2021,Toronto Raptors,Boston Celtics,97,109,Final,104,-122,1.5,-1.5,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2021,Los Angeles Lakers,Detroit Pistons,110,106,Final,-590,400,-10.5,10.5,213.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2021,Philadelphia 76ers,Orlando Magic,101,96,Final,-1500,760,-14.5,14.5,203.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2021,Miami Heat,Denver Nuggets,111,120,Final,-148,126,-3.5,3.5,205.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2021,Chicago Bulls,Charlotte Hornets,133,119,Final,-410,300,-8.5,8.5,224.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2021,Houston Rockets,Oklahoma City Thunder,102,89,Final,-160,128,-3.5,3.5,218.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2021,Minnesota Timberwolves,Indiana Pacers,100,98,Final,-145,116,-2.5,2.5,219.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2021,Dallas Mavericks,Cleveland Cavaliers,96,114,Final,-380,280,-8.5,8.5,213.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2021,San Antonio Spurs,Washington Wizards,116,99,Final,116,-145,2.5,-2.5,217.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2021,Utah Jazz,Portland Trail Blazers,129,107,Final,-310,250,-7.5,7.5,221.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2021,Los Angeles Clippers,New Orleans Pelicans,104,123,Final,-365,270,-7.5,7.5,213.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2021,Toronto Raptors,Memphis Grizzlies,91,98,Final,-142,120,-3,3,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2021,Brooklyn Nets,New York Knicks,112,110,Final,-250,205,-5.5,5.5,215.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2021,Portland Trail Blazers,Detroit Pistons,110,92,Final,-370,295,-8,8,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2021,Phoenix Suns,Golden State Warriors,104,96,Final,-152,128,-3,3,221.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2021,Sacramento Kings,Los Angeles Lakers,92,117,Final,-110,-106,-0.5,0.5,223.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2021,Indiana Pacers,Atlanta Hawks,111,114,Final,-134,114,-2,2,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2021,Orlando Magic,Denver Nuggets,108,103,Final,280,-350,8,-8,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2021,Washington Wizards,Minnesota Timberwolves,115,107,Final,-166,140,-3.5,3.5,217.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2021,Boston Celtics,Philadelphia 76ers,88,87,Final,-210,164,-4.5,4.5,182.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2021,Miami Heat,Cleveland Cavaliers,85,111,Final,186,-240,4.5,-4.5,209.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2021,Milwaukee Bucks,Charlotte Hornets,127,125,Final,-198,156,-3.5,3.5,242.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2021,New Orleans Pelicans,Dallas Mavericks,107,139,Final,4000,-100000,23.5,-23.5,230.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2021,Oklahoma City Thunder,Houston Rockets,110,114,Final,-970,570,-9.5,9.5,206.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2021,Los Angeles Clippers,Sacramento Kings,115,124,Final,-280,230,-6.5,6.5,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2021,New York Knicks,Chicago Bulls,115,119,Final,110,-138,2.5,-2.5,209.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2021,Toronto Raptors,Milwaukee Bucks,97,93,Final,-130,110,-2.5,2.5,218.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2021,Memphis Grizzlies,Oklahoma City Thunder,152,79,Final,-800,500,-11.5,11.5,211.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2021,Phoenix Suns,Detroit Pistons,114,103,Final,-670,440,-11.5,11.5,201.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2021,Portland Trail Blazers,San Antonio Spurs,83,114,Final,-180,142,-3.5,3.5,217.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2021,Indiana Pacers,Miami Heat,104,113,Final,-220,184,-5.5,5.5,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2021,Washington Wizards,Cleveland Cavaliers,101,116,Final,-144,122,-2.5,2.5,208.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2021,Atlanta Hawks,Philadelphia 76ers,96,98,Final,-142,120,-2.5,2.5,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2021,Brooklyn Nets,Minnesota Timberwolves,110,105,Final,-400,315,-9,9,219.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2021,Houston Rockets,Orlando Magic,118,116,Final,-146,124,-3,3,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2021,Dallas Mavericks,New Orleans Pelicans,91,107,Final,-295,240,-7.5,7.5,215.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2021,Utah Jazz,Boston Celtics,137,130,Final,-340,275,-8.5,8.5,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2021,Golden State Warriors,Phoenix Suns,118,96,Final,-295,240,-7.5,7.5,215.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2021,Los Angeles Lakers,Los Angeles Clippers,115,119,Final,-146,124,-2.5,2.5,219.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2021,New York Knicks,Denver Nuggets,99,113,Final,-136,116,-2.5,2.5,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2021,Brooklyn Nets,Chicago Bulls,107,111,Final,-136,116,-2.5,2.5,222.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2021,Milwaukee Bucks,Miami Heat,124,102,Final,-240,198,-6,6,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2021,Dallas Mavericks,Memphis Grizzlies,90,97,Final,-108,-108,1,-1,214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2021,Golden State Warriors,San Antonio Spurs,107,112,Final,-420,330,-9.5,9.5,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2021,Portland Trail Blazers,Boston Celtics,117,145,Final,-116,-102,-1,1,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2021,Sacramento Kings,Los Angeles Clippers,104,99,Final,118,-138,2.5,-2.5,219.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2021,Cleveland Cavaliers,Utah Jazz,108,109,Final,166,-198,4.5,-4.5,212.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2021,Atlanta Hawks,Charlotte Hornets,127,130,Final,-350,280,-8,8,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2021,Toronto Raptors,Washington Wizards,102,90,Final,-130,104,-1.5,1.5,210.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2021,Houston Rockets,New Orleans Pelicans,118,108,Final,128,-152,3,-3,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021,Charlotte Hornets,Philadelphia 76ers,124,127,Final OT,265,-330,7.5,-7.5,214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021,Detroit Pistons,Oklahoma City Thunder,103,114,Final,-160,128,-3.5,3.5,206.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021,Indiana Pacers,Washington Wizards,116,110,Final,-275,210,-6.5,6.5,213.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021,Miami Heat,Memphis Grizzlies,90,105,Final,-240,186,-5.5,5.5,213.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021,Chicago Bulls,Denver Nuggets,109,97,Final,-120,102,-2,2,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021,Milwaukee Bucks,Cleveland Cavaliers,112,104,Final,-520,360,-9.5,9.5,214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021,Minnesota Timberwolves,Atlanta Hawks,110,121,Final,-140,112,-2.5,2.5,221.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021,Phoenix Suns,San Antonio Spurs,108,104,Final,-295,240,-7.5,7.5,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021,Golden State Warriors,Orlando Magic,126,95,Final,-1700,800,-14.5,14.5,217.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2021,Portland Trail Blazers,Los Angeles Clippers,90,102,Final,172,-220,5.5,-5.5,213.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2021,Dallas Mavericks,Brooklyn Nets,99,102,Final,-145,116,-2.5,2.5,221.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2021,San Antonio Spurs,New York Knicks,109,121,Final,112,-132,2,-2,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2021,Los Angeles Lakers,Boston Celtics,117,102,Final,-138,110,-2.5,2.5,218.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2021,Charlotte Hornets,Philadelphia 76ers,106,110,Final,205,-265,5.5,-5.5,214.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2021,Cleveland Cavaliers,Chicago Bulls,115,92,Final,-166,140,-3.5,3.5,210.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2021,Detroit Pistons,Washington Wizards,116,119,Final OT,182,-235,5.5,-5.5,209.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2021,Indiana Pacers,New York Knicks,122,102,Final,-220,172,-4.5,4.5,207.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2021,Miami Heat,Milwaukee Bucks,113,104,Final,194,-250,5.5,-5.5,216.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2021,Toronto Raptors,Oklahoma City Thunder,109,110,Final,-340,275,-8,8,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2021,Houston Rockets,Brooklyn Nets,114,104,Final,146,-174,3.5,-3.5,223.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2021,Memphis Grizzlies,Dallas Mavericks,96,104,Final,-110,-114,0.5,-0.5,217.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2021,Minnesota Timberwolves,Utah Jazz,104,136,Final,235,-290,6.5,-6.5,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2021,New Orleans Pelicans,Denver Nuggets,114,120,Final OT,102,-128,1.5,-1.5,213.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2021,Golden State Warriors,Portland Trail Blazers,104,94,Final,-2500,960,-16.5,16.5,212.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2021,Sacramento Kings,Orlando Magic,142,130,Final,-380,280,-7.5,7.5,223.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2021,Los Angeles Clippers,Boston Celtics,114,111,Final,-108,-108,1,-1,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2021,Philadelphia 76ers,Utah Jazz,96,118,Final,130,-154,3,-3,215.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2021,Memphis Grizzlies,Los Angeles Lakers,108,95,Final,142,-168,4,-4,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2021,San Antonio Spurs,Denver Nuggets,123,111,Final,-172,136,-3.5,3.5,218.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2021,Charlotte Hornets,Sacramento Kings,124,123,Final,114,-134,2,-2,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2021,Indiana Pacers,Dallas Mavericks,106,93,Final,-134,114,-2.5,2.5,213.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2021,Atlanta Hawks,Brooklyn Nets,105,113,Final,-124,106,-1.5,1.5,227.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2021,Toronto Raptors,New York Knicks,90,87,Final,-126,108,-2,2,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2021,Houston Rockets,Milwaukee Bucks,114,123,Final,360,-520,9.5,-9.5,230.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2021,Minnesota Timberwolves,Cleveland Cavaliers,106,123,Final,112,-140,2.5,-2.5,216.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2021,New Orleans Pelicans,Detroit Pistons,109,93,Final,-260,215,-7,7,211.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2021,Oklahoma City Thunder,Los Angeles Lakers,95,116,Final,138,-164,3.5,-3.5,217.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2021,Phoenix Suns,Boston Celtics,111,90,Final,-154,130,-3,3,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2021,Los Angeles Clippers,Orlando Magic,106,104,Final,-176,140,-1.5,1.5,205.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2021,Washington Wizards,Utah Jazz,98,123,Final,240,-295,7,-7,221.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2021,Cleveland Cavaliers,Sacramento Kings,117,103,Final,-245,200,-6,6,222.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2021,Miami Heat,Chicago Bulls,118,92,Final,110,-130,2,-2,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2021,Memphis Grizzlies,Houston Rockets,113,106,Final,-360,290,-8.5,8.5,218.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2021,Philadelphia 76ers,Golden State Warriors,102,93,Final,126,-148,2.5,-2.5,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
